class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
A,0.29584911465644836,0.6796134114265442,-9.552833944326267e-05,0.2090378850698471,0.6129261255264282,-0.023741627112030983,0.14788323640823364,0.5224148035049438,-0.0520014651119709,0.12574760615825653,0.439132958650589,-0.086058609187603,0.130589097738266,0.3804073929786682,-0.12320427596569061,0.1790519654750824,0.46074822545051575,-0.04958771914243698,0.17199917137622833,0.36569899320602417,-0.12912815809249878,0.18085435032844543,0.385367751121521,-0.18075937032699585,0.18563434481620789,0.42649930715560913,-0.19731716811656952,0.24056567251682281,0.46719875931739807,-0.06853754818439484,0.24112719297409058,0.3902515172958374,-0.1674063801765442,0.24978196620941162,0.464661568403244,-0.20387355983257294,0.2511325776576996,0.5320500135421753,-0.20395688712596893,0.30118605494499207,0.4830985963344574,-0.09387071430683136,0.30271533131599426,0.4307228624820709,-0.17932818830013275,0.30211007595062256,0.5062283277511597,-0.19194187223911285,0.2959461212158203,0.5720829367637634,-0.17317938804626465,0.3627261519432068,0.5070970058441162,-0.12030847370624542,0.36239317059516907,0.4522410035133362,-0.17915639281272888,0.3518493175506592,0.5043882727622986,-0.1874309778213501,0.3405158221721649,0.5539275407791138,-0.17517104744911194
A,0.27791449427604675,0.7281267642974854,-0.00013603802653960884,0.16868403553962708,0.6345564723014832,-0.03307870775461197,0.10712496936321259,0.4895862340927124,-0.05519263073801994,0.10456092655658722,0.3682025074958801,-0.09246330708265305,0.12610270082950592,0.26164838671684265,-0.14306823909282684,0.22320418059825897,0.39519405364990234,0.02944268472492695,0.18803012371063232,0.3427131175994873,-0.13743136823177338,0.16879618167877197,0.4312038719654083,-0.2408675253391266,0.1664714217185974,0.5099493265151978,-0.27746689319610596,0.3039688766002655,0.40266770124435425,0.0038183541037142277,0.2553728222846985,0.36883023381233215,-0.15350422263145447,0.2299250215291977,0.48726049065589905,-0.2067100554704666,0.23318612575531006,0.5764233469963074,-0.19943971931934357,0.3826135993003845,0.43265438079833984,-0.04646342620253563,0.32981687784194946,0.4105266034603119,-0.1882428079843521,0.29328978061676025,0.5270583033561707,-0.1874045729637146,0.28439414501190186,0.6143322587013245,-0.13659539818763733,0.4589141011238098,0.4826076030731201,-0.1023026779294014,0.4023382365703583,0.4557943344116211,-0.20365096628665924,0.3599270284175873,0.5384724736213684,-0.18738631904125214,0.35281267762184143,0.6056095361709595,-0.1308627426624298
A,0.2733038365840912,0.7504243850708008,-0.0002799944195430726,0.15381848812103271,0.6491185426712036,-0.04879715293645859,0.08793210983276367,0.4929690361022949,-0.08145909756422043,0.09078988432884216,0.37073495984077454,-0.11826420575380325,0.11425971984863281,0.26893746852874756,-0.15311181545257568,0.2091839611530304,0.39397287368774414,-0.06196032091975212,0.18040253221988678,0.3258673846721649,-0.21284683048725128,0.16416990756988525,0.4355941414833069,-0.2964824140071869,0.16832304000854492,0.5286322832107544,-0.32326430082321167,0.29683399200439453,0.41102343797683716,-0.08460867404937744,0.253846675157547,0.3695685565471649,-0.2496534287929535,0.23238085210323334,0.5029028654098511,-0.2873552441596985,0.24601201713085175,0.6022435426712036,-0.26806244254112244,0.3773258924484253,0.44672805070877075,-0.12695488333702087,0.3205394744873047,0.42210862040519714,-0.2811717987060547,0.29046764969825745,0.5493869185447693,-0.2758024334907532,0.2920439839363098,0.6439042091369629,-0.229646697640419,0.4507582187652588,0.4951442778110504,-0.1708201915025711,0.3924967050552368,0.47512924671173096,-0.2784322202205658,0.35311001539230347,0.5585423111915588,-0.2776939868927002,0.34897175431251526,0.6240103244781494,-0.23843729496002197
A,0.2607787251472473,0.758577823638916,-0.0003208052658010274,0.14244917035102844,0.6581445932388306,-0.05302131175994873,0.08154216408729553,0.4967556297779083,-0.08712457865476608,0.09010213613510132,0.3737696707248688,-0.12506859004497528,0.11569853127002716,0.27378228306770325,-0.15428508818149567,0.20428960025310516,0.3968580961227417,-0.0675978735089302,0.16571354866027832,0.3347052335739136,-0.2197360098361969,0.1479358673095703,0.4502279460430145,-0.2952898144721985,0.15059882402420044,0.542937159538269,-0.3174225091934204,0.29296842217445374,0.41706350445747375,-0.09167561680078506,0.2359216809272766,0.3770478367805481,-0.2668921649456024,0.21600782871246338,0.5154405236244202,-0.29673975706100464,0.22981512546539307,0.61620032787323,-0.26703527569770813,0.37497225403785706,0.45463865995407104,-0.1380620300769806,0.3048747777938843,0.43152809143066406,-0.2966063618659973,0.2786354720592499,0.5639352202415466,-0.2825034260749817,0.28203681111335754,0.6593436598777771,-0.2281111776828766,0.449753999710083,0.5025022029876709,-0.18714654445648193,0.38086724281311035,0.48420289158821106,-0.2939937114715576,0.3437820374965668,0.5677157640457153,-0.28832679986953735,0.34131643176078796,0.6322365999221802,-0.24640992283821106
A,0.26473310589790344,0.7616434097290039,-0.00030496707768179476,0.14403313398361206,0.6702123880386353,-0.04262757673859596,0.07773053646087646,0.5055185556411743,-0.07296585291624069,0.08088627457618713,0.3797951936721802,-0.10257892310619354,0.10152196884155273,0.27695661783218384,-0.11729414761066437,0.18343545496463776,0.40031811594963074,-0.1155511662364006,0.153170645236969,0.3216036260128021,-0.2544299066066742,0.14310893416404724,0.4364513158798218,-0.3134237825870514,0.15373624861240387,0.532617449760437,-0.33010828495025635,0.27654147148132324,0.42089760303497314,-0.14453372359275818,0.2347794771194458,0.3826305568218231,-0.30698782205581665,0.22474049031734467,0.5227157473564148,-0.3275723457336426,0.24035249650478363,0.6212536096572876,-0.3019835650920868,0.3586088716983795,0.4580766260623932,-0.18785956501960754,0.30910158157348633,0.4359627366065979,-0.33722320199012756,0.2867991030216217,0.5730742812156677,-0.33085086941719055,0.28916481137275696,0.6746174097061157,-0.28945404291152954,0.4326719641685486,0.5048094987869263,-0.230451762676239,0.38697388768196106,0.4882243573665619,-0.329954594373703,0.35597169399261475,0.5735282897949219,-0.3331523835659027,0.3506435453891754,0.6387454271316528,-0.3032008111476898
A,0.2624642848968506,0.7759783864021301,-0.000261554989265278,0.137366384267807,0.6639752984046936,-0.04485113546252251,0.07464423775672913,0.5111838579177856,-0.07748325169086456,0.07924410700798035,0.3925414979457855,-0.11514680087566376,0.09379900991916656,0.289153516292572,-0.1499500423669815,0.1883089244365692,0.4199252426624298,-0.07701373845338821,0.16027578711509705,0.34425026178359985,-0.22865447402000427,0.14351487159729004,0.46143144369125366,-0.3059667646884918,0.1466437727212906,0.5588420033454895,-0.32734331488609314,0.27817949652671814,0.440813273191452,-0.10134777426719666,0.23426453769207,0.39105847477912903,-0.27736058831214905,0.21627214550971985,0.5265908241271973,-0.3180127739906311,0.23002833127975464,0.6290798783302307,-0.29551976919174194,0.36107733845710754,0.47669005393981934,-0.1445566564798355,0.3050803542137146,0.44616711139678955,-0.3060677945613861,0.27588269114494324,0.5726335048675537,-0.3040611445903778,0.27588987350463867,0.6700149774551392,-0.2552255690097809,0.4365711212158203,0.5246368646621704,-0.1862816959619522,0.385364830493927,0.49487659335136414,-0.2977164387702942,0.34371334314346313,0.575242280960083,-0.30449721217155457,0.3329022526741028,0.641326367855072,-0.2646294832229614
A,0.2650010585784912,0.7790038585662842,-0.00030382387922145426,0.14216268062591553,0.6836474537849426,-0.03373746573925018,0.07151730358600616,0.5184180736541748,-0.053618744015693665,0.0719451755285263,0.39334428310394287,-0.07911454886198044,0.09070424735546112,0.29467570781707764,-0.08133663982152939,0.17446890473365784,0.4184011220932007,-0.09126593917608261,0.14318187534809113,0.3347999155521393,-0.2281005084514618,0.13665296137332916,0.45190730690956116,-0.2812345623970032,0.14659547805786133,0.5473957657814026,-0.29161667823791504,0.26714035868644714,0.4409751296043396,-0.12569929659366608,0.2274104207754135,0.3890657424926758,-0.2960144281387329,0.2172071635723114,0.5279860496520996,-0.31887730956077576,0.22905586659908295,0.6270760893821716,-0.2910214364528656,0.3488369584083557,0.4764115512371063,-0.17591938376426697,0.30179497599601746,0.44341158866882324,-0.3290855288505554,0.279828280210495,0.5801408886909485,-0.32680320739746094,0.2799575924873352,0.6805216073989868,-0.28288114070892334,0.4248858094215393,0.5207074880599976,-0.22364206612110138,0.3837779760360718,0.4897344708442688,-0.32199421525001526,0.35455137491226196,0.5759278535842896,-0.32864949107170105,0.3484143018722534,0.6409770846366882,-0.3015601933002472
A,0.2771471440792084,0.7745088338851929,-0.0002623473119456321,0.1500367820262909,0.6930565237998962,-0.04111195355653763,0.0764293521642685,0.5379003286361694,-0.06230487674474716,0.07676257193088531,0.41476768255233765,-0.0869588777422905,0.08806619048118591,0.3100689649581909,-0.11262645572423935,0.177451491355896,0.43984293937683105,-0.08189509063959122,0.14925891160964966,0.357718288898468,-0.22732973098754883,0.13900038599967957,0.46670031547546387,-0.30409446358680725,0.1510893553495407,0.5618533492088318,-0.3304809331893921,0.2658815383911133,0.4518682360649109,-0.10778479278087616,0.22886303067207336,0.3929363787174225,-0.2751092314720154,0.21488900482654572,0.5283851623535156,-0.3099096119403839,0.2351635843515396,0.6296438574790955,-0.2880675792694092,0.34969770908355713,0.48054537177085876,-0.14943823218345642,0.3054445683956146,0.4462125599384308,-0.30637162923812866,0.2831586003303528,0.5813624858856201,-0.3087771236896515,0.2900553345680237,0.6807520985603333,-0.26555031538009644,0.4258424937725067,0.5201380848884583,-0.18935821950435638,0.3829798102378845,0.4989243447780609,-0.30379900336265564,0.35042721033096313,0.5883062481880188,-0.30444735288619995,0.3479140102863312,0.6539908051490784,-0.26781153678894043
A,0.2822033166885376,0.7884645462036133,-0.0002817203931044787,0.15281063318252563,0.698610782623291,-0.04920928180217743,0.07782679796218872,0.5460575819015503,-0.07956879585981369,0.07540984451770782,0.42527759075164795,-0.11179237812757492,0.08973528444766998,0.3202410042285919,-0.14213024079799652,0.18807052075862885,0.4481360912322998,-0.08027760684490204,0.16024211049079895,0.371570885181427,-0.23025329411029816,0.14851704239845276,0.4816935062408447,-0.3130088746547699,0.15827399492263794,0.5767195820808411,-0.3419278562068939,0.27718260884284973,0.4616382420063019,-0.10096050798892975,0.24056407809257507,0.4076201319694519,-0.26739072799682617,0.22427698969841003,0.5410976409912109,-0.30400145053863525,0.2429528832435608,0.641417920589447,-0.2848195433616638,0.36029911041259766,0.49255406856536865,-0.13951629400253296,0.31341779232025146,0.4579252302646637,-0.2957502603530884,0.2870333194732666,0.5865846276283264,-0.29265108704566956,0.2934033274650574,0.6831774115562439,-0.24568738043308258,0.43596822023391724,0.5355552434921265,-0.17756977677345276,0.3899421989917755,0.5098454356193542,-0.28918516635894775,0.3535778522491455,0.5941987633705139,-0.2907926142215729,0.3507154881954193,0.6593343019485474,-0.2528191804885864
A,0.28464752435684204,0.7952532768249512,-0.00027553364634513855,0.15971308946609497,0.7078628540039062,-0.06045786663889885,0.08502857387065887,0.5568539500236511,-0.09821207076311111,0.08115167915821075,0.4343719482421875,-0.13753290474414825,0.09511035680770874,0.3249959945678711,-0.16855140030384064,0.17890664935112,0.45024681091308594,-0.09604152292013168,0.15507453680038452,0.3664500117301941,-0.2369334101676941,0.155344158411026,0.48123762011528015,-0.3126826584339142,0.1650242805480957,0.5758544206619263,-0.34232276678085327,0.2703448534011841,0.4655529856681824,-0.11764517426490784,0.24057325720787048,0.4058227241039276,-0.2889985144138336,0.23319236934185028,0.5394055247306824,-0.3331741392612457,0.24421900510787964,0.6419122815132141,-0.32242995500564575,0.35649174451828003,0.49740344285964966,-0.15593932569026947,0.3174131214618683,0.4640044569969177,-0.31187957525253296,0.29768282175064087,0.5942085981369019,-0.3271492123603821,0.29337838292121887,0.6946601271629333,-0.2947940528392792,0.4354780912399292,0.53980952501297,-0.19374074041843414,0.3966994285583496,0.5121285915374756,-0.30034375190734863,0.3662872314453125,0.5972700715065002,-0.3097086250782013,0.3531796634197235,0.6644436120986938,-0.2838096618652344
